NUTS1;NUTS2;NUTS3;DISTRICT_CODE;T;WV;WK;BZ;SPR;WBER  ; ABG.   ;UNG.   ;SPOE   ;FPOE   ;GRUE   ;OEVP   ;NEOS   ;HC     ;LINKS  ;BIER   ;SOEZ   ;VOLT   ;WIFF   ;PRO    ;                                                                                                                                                                                         
AT1;AT13;AT130;90401;4;1;1;4;6;905;296;7;107;11;61;50;28;9;16;6;1;0;0;0;                                                                                                                                                                                         
AT1;AT13;AT130;90401;4;1;1;4;7;905;325;4;120;16;60;62;36;8;17;1;1;0;0;0;                                                                                                                                                                                         
AT1;AT13;AT130;90401;4;1;1;4;8;935;314;3;110;14;73;57;36;6;7;8;0;0;0;0;                                                                                                                                                                                         
AT1;AT13;AT130;90401;4;1;1;4;9;698;254;8;101;13;37;48;16;15;7;8;1;0;0;0;                                                                                                                                                                                         
AT1;AT13;AT130;90401;4;1;1;4;10;190;88;9;52;5;1;14;4;1;1;1;0;0;0;0;                                                                                                                                                                                         
AT1;AT13;AT130;90401;4;1;1;4;11;764;256;4;74;16;58;45;37;8;8;4;2;0;0;0;                                                                                                                                                                                         
AT1;AT13;AT130;90401;4;1;1;4;12;679;246;2;133;16;25;28;16;13;7;3;2;1;0;0;                                                                                                                                                                                         
AT1;AT13;AT130;90401;4;1;1;4;13;940;325;4;113;16;68;53;41;9;13;6;2;0;0;0;                                                                                                                                                                                         
AT1;AT13;AT130;90401;4;1;1;4;14;834;328;16;110;16;77;59;34;4;6;6;0;0;0;0;                                                                                                                                                                                         
AT1;AT13;AT130;90401;4;1;1;4;15;568;199;2;58;15;40;51;19;1;8;5;0;0;0;0;                                                                                                                                                                                         
AT1;AT13;AT130;90401;4;1;1;4;16;656;231;5;85;8;33;57;24;9;4;2;4;0;0;0;                                                                                                                                                                                         
AT1;AT13;AT130;90401;4;1;1;4;17;1249;389;1;170;22;73;48;22;21;17;7;7;1;0;0;                                                                                                                                                                                         
AT1;AT13;AT130;90401;4;1;1;4;18;666;207;1;63;9;60;35;30;2;5;2;0;0;0;0;                                                                                                                                                                                         
AT1;AT13;AT130;90401;4;1;1;4;19;774;279;22;90;16;49;58;24;5;12;2;0;1;0;0;                                                                                                                                                                                         
AT1;AT13;AT130;90401;4;1;1;4;20;678;285;2;112;18;54;41;33;8;7;6;4;0;0;0;                                                                                                                                                                                         
AT1;AT13;AT130;90401;4;1;1;4;21;566;189;6;78;10;32;36;14;5;3;1;3;1;0;0;                                                                                                                                                                                         
AT1;AT13;AT130;90401;4;1;1;4;22;710;244;4;69;13;41;65;40;4;3;3;2;0;0;0;                                                                                                                                                                                         
AT1;AT13;AT130;90401;4;1;1;4;23;636;214;5;94;14;29;42;4;17;6;2;1;0;0;0;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
;;;;;;;;;;;;;;;;;;;;;;;;                                                                                                                                                                                         
